"max_ma","min_ma","stage_name","avg_ma"
100.5,93.9,"Cenomanian",97.2
100.5,93.9,"Cenomanian",97.2
100.5,93.9,"Cenomanian",97.2
100.5,93.9,"Cenomanian",97.2
100.5,93.9,"Cenomanian",97.2
100.5,93.9,"Cenomanian",97.2
100.5,93.9,"Cenomanian",97.2
100.5,93.9,"Cenomanian",97.2
100.5,93.9,"Cenomanian",97.2
100.5,93.9,"Cenomanian",97.2
100.5,93.9,"Cenomanian",97.2
100.5,93.9,"Cenomanian",97.2
41.2,37.71,"Bartonian",39.455
41.2,37.71,"Bartonian",39.455
41.2,37.71,"Bartonian",39.455
41.2,37.71,"Bartonian",39.455
41.2,37.71,"Bartonian",39.455
41.2,37.71,"Bartonian",39.455
37.71,33.9,"Priabonian",35.805
47.8,41.2,"Lutetian",44.5
56,47.8,"Ypresian",51.9
56,47.8,"Ypresian",51.9
72.1,66,"Maastrichtian",69.05
72.1,66,"Maastrichtian",69.05
72.1,66,"Maastrichtian",69.05
72.1,66,"Maastrichtian",69.05
72.1,66,"Maastrichtian",69.05
33.9,27.82,"Rupelian",30.86
161.5,154.8,"Oxfordian",158.15
154.8,149.2,"Kimmeridgian",152
161.5,154.8,"Oxfordian",158.15
161.5,154.8,"Oxfordian",158.15
161.5,154.8,"Oxfordian",158.15
154.8,149.2,"Kimmeridgian",152
154.8,149.2,"Kimmeridgian",152
154.8,149.2,"Kimmeridgian",152
154.8,149.2,"Kimmeridgian",152
154.8,149.2,"Kimmeridgian",152
154.8,149.2,"Kimmeridgian",152
161.5,154.8,"Oxfordian",158.15
161.5,154.8,"Oxfordian",158.15
161.5,154.8,"Oxfordian",158.15
154.8,149.2,"Kimmeridgian",152
154.8,149.2,"Kimmeridgian",152
161.5,154.8,"Oxfordian",158.15
161.5,154.8,"Oxfordian",158.15
161.5,154.8,"Oxfordian",158.15
161.5,154.8,"Oxfordian",158.15
161.5,154.8,"Oxfordian",158.15
161.5,154.8,"Oxfordian",158.15
161.5,154.8,"Oxfordian",158.15
161.5,154.8,"Oxfordian",158.15
161.5,154.8,"Oxfordian",158.15
161.5,154.8,"Oxfordian",158.15
161.5,154.8,"Oxfordian",158.15
161.5,154.8,"Oxfordian",158.15
161.5,154.8,"Oxfordian",158.15
161.5,154.8,"Oxfordian",158.15
161.5,154.8,"Oxfordian",158.15
157.9,154.8,"Oxfordian",156.35
157.9,154.8,"Oxfordian",156.35
157.9,154.8,"Oxfordian",156.35
157.9,154.8,"Oxfordian",156.35
157.9,154.8,"Oxfordian",156.35
157.9,154.8,"Oxfordian",156.35
157.9,154.8,"Oxfordian",156.35
157.9,154.8,"Oxfordian",156.35
161.5,154.8,"Oxfordian",158.15
161.5,154.8,"Oxfordian",158.15
157.9,154.8,"Oxfordian",156.35
157.9,154.8,"Oxfordian",156.35
161.5,154.8,"Oxfordian",158.15
161.5,154.8,"Oxfordian",158.15
161.5,154.8,"Oxfordian",158.15
161.5,154.8,"Oxfordian",158.15
161.5,154.8,"Oxfordian",158.15
161.5,154.8,"Oxfordian",158.15
161.5,154.8,"Oxfordian",158.15
161.5,154.8,"Oxfordian",158.15
161.5,154.8,"Oxfordian",158.15
161.5,154.8,"Oxfordian",158.15
161.5,154.8,"Oxfordian",158.15
161.5,154.8,"Oxfordian",158.15
161.5,154.8,"Oxfordian",158.15
161.5,154.8,"Oxfordian",158.15
161.5,154.8,"Oxfordian",158.15
157.9,154.8,"Oxfordian",156.35
157.9,154.8,"Oxfordian",156.35
157.9,154.8,"Oxfordian",156.35
157.9,154.8,"Oxfordian",156.35
157.9,154.8,"Oxfordian",156.35
157.9,154.8,"Oxfordian",156.35
157.9,154.8,"Oxfordian",156.35
157.9,154.8,"Oxfordian",156.35
157.9,154.8,"Oxfordian",156.35
161.5,154.8,"Oxfordian",158.15
161.5,154.8,"Oxfordian",158.15
161.5,154.8,"Oxfordian",158.15
161.5,154.8,"Oxfordian",158.15
161.5,154.8,"Oxfordian",158.15
161.5,154.8,"Oxfordian",158.15
161.5,154.8,"Oxfordian",158.15
161.5,154.8,"Oxfordian",158.15
161.5,154.8,"Oxfordian",158.15
161.5,154.8,"Oxfordian",158.15
161.5,154.8,"Oxfordian",158.15
161.5,154.8,"Oxfordian",158.15
161.5,154.8,"Oxfordian",158.15
33.9,27.82,"Rupelian",30.86
161.5,154.8,"Oxfordian",158.15
33.9,27.82,"Rupelian",30.86
161.5,154.8,"Oxfordian",158.15
161.5,154.8,"Oxfordian",158.15
161.5,154.8,"Oxfordian",158.15
161.5,154.8,"Oxfordian",158.15
161.5,154.8,"Oxfordian",158.15
161.5,154.8,"Oxfordian",158.15
161.5,154.8,"Oxfordian",158.15
161.5,154.8,"Oxfordian",158.15
161.5,154.8,"Oxfordian",158.15
161.5,154.8,"Oxfordian",158.15
161.5,154.8,"Oxfordian",158.15
161.5,154.8,"Oxfordian",158.15
161.5,154.8,"Oxfordian",158.15
161.5,154.8,"Oxfordian",158.15
157.9,154.8,"Oxfordian",156.35
161.5,154.8,"Oxfordian",158.15
157.9,154.8,"Oxfordian",156.35
161.5,154.8,"Oxfordian",158.15
33.9,27.82,"Rupelian",30.86
33.9,27.82,"Rupelian",30.86
152.2,149.2,"Kimmeridgian",150.7
152.2,149.2,"Kimmeridgian",150.7
33.9,27.82,"Rupelian",30.86
33.9,27.82,"Rupelian",30.86
154.8,149.2,"Kimmeridgian",152
154.8,149.2,"Kimmeridgian",152
154.8,149.2,"Kimmeridgian",152
154.8,149.2,"Kimmeridgian",152
154.8,149.2,"Kimmeridgian",152
154.8,149.2,"Kimmeridgian",152
154.8,149.2,"Kimmeridgian",152
154.8,149.2,"Kimmeridgian",152
83.6,72.1,"Campanian",77.85
83.6,72.1,"Campanian",77.85
83.6,72.1,"Campanian",77.85
83.6,72.1,"Campanian",77.85
83.6,72.1,"Campanian",77.85
100.5,93.9,"Cenomanian",97.2
100.5,93.9,"Cenomanian",97.2
100.5,93.9,"Cenomanian",97.2
100.5,93.9,"Cenomanian",97.2
100.5,93.9,"Cenomanian",97.2
100.5,93.9,"Cenomanian",97.2
100.5,93.9,"Cenomanian",97.2
100.5,93.9,"Cenomanian",97.2
100.5,93.9,"Cenomanian",97.2
100.5,93.9,"Cenomanian",97.2
100.5,93.9,"Cenomanian",97.2
100.5,93.9,"Cenomanian",97.2
100.5,93.9,"Cenomanian",97.2
100.5,93.9,"Cenomanian",97.2
100.5,93.9,"Cenomanian",97.2
100.5,93.9,"Cenomanian",97.2
100.5,93.9,"Cenomanian",97.2
100.5,93.9,"Cenomanian",97.2
100.5,93.9,"Cenomanian",97.2
100.5,93.9,"Cenomanian",97.2
100.5,93.9,"Cenomanian",97.2
100.5,93.9,"Cenomanian",97.2
100.5,93.9,"Cenomanian",97.2
100.5,93.9,"Cenomanian",97.2
100.5,93.9,"Cenomanian",97.2
100.5,93.9,"Cenomanian",97.2
100.5,93.9,"Cenomanian",97.2
100.5,93.9,"Cenomanian",97.2
100.5,93.9,"Cenomanian",97.2
100.5,93.9,"Cenomanian",97.2
100.5,93.9,"Cenomanian",97.2
100.5,93.9,"Cenomanian",97.2
100.5,93.9,"Cenomanian",97.2
100.5,93.9,"Cenomanian",97.2
100.5,93.9,"Cenomanian",97.2
100.5,93.9,"Cenomanian",97.2
100.5,93.9,"Cenomanian",97.2
100.5,93.9,"Cenomanian",97.2
100.5,93.9,"Cenomanian",97.2
100.5,93.9,"Cenomanian",97.2
100.5,93.9,"Cenomanian",97.2
100.5,93.9,"Cenomanian",97.2
100.5,93.9,"Cenomanian",97.2
100.5,93.9,"Cenomanian",97.2
100.5,93.9,"Cenomanian",97.2
100.5,93.9,"Cenomanian",97.2
100.5,93.9,"Cenomanian",97.2
106.2,100.5,"Albian",103.35
106.2,100.5,"Albian",103.35
106.2,100.5,"Albian",103.35
387.7,382.7,"Givetian",385.2
149.2,146.3,"Tithonian",147.75
149.2,146.3,"Tithonian",147.75
154.8,149.2,"Kimmeridgian",152
154.8,149.2,"Kimmeridgian",152
154.8,149.2,"Kimmeridgian",152
154.8,149.2,"Kimmeridgian",152
154.8,149.2,"Kimmeridgian",152
154.8,149.2,"Kimmeridgian",152
154.8,149.2,"Kimmeridgian",152
154.8,149.2,"Kimmeridgian",152
154.8,149.2,"Kimmeridgian",152
154.8,149.2,"Kimmeridgian",152
154.8,149.2,"Kimmeridgian",152
154.8,149.2,"Kimmeridgian",152
154.8,149.2,"Kimmeridgian",152
154.8,149.2,"Kimmeridgian",152
154.8,149.2,"Kimmeridgian",152
2.58,0.0117,"Pleistocene",1.29585
33.9,27.82,"Rupelian",30.86
161.5,149.2,"Oxfordian",155.35
161.5,149.2,"Oxfordian",155.35
154.8,149.2,"Kimmeridgian",152
154.8,149.2,"Kimmeridgian",152
154.8,149.2,"Kimmeridgian",152
154.8,149.2,"Kimmeridgian",152
154.8,149.2,"Kimmeridgian",152
154.8,149.2,"Kimmeridgian",152
154.8,149.2,"Kimmeridgian",152
154.8,149.2,"Kimmeridgian",152
154.8,149.2,"Kimmeridgian",152
154.8,149.2,"Kimmeridgian",152
154.8,149.2,"Kimmeridgian",152
154.8,149.2,"Kimmeridgian",152
154.8,149.2,"Kimmeridgian",152
154.8,149.2,"Kimmeridgian",152
154.8,149.2,"Kimmeridgian",152
154.8,149.2,"Kimmeridgian",152
154.8,149.2,"Kimmeridgian",152
154.8,149.2,"Kimmeridgian",152
199.5,192.9,"Sinemurian",196.2
199.5,192.9,"Sinemurian",196.2
199.5,192.9,"Sinemurian",196.2
199.5,192.9,"Sinemurian",196.2
199.5,192.9,"Sinemurian",196.2
199.5,192.9,"Sinemurian",196.2
199.5,192.9,"Sinemurian",196.2
199.5,192.9,"Sinemurian",196.2
199.5,192.9,"Sinemurian",196.2
199.5,192.9,"Sinemurian",196.2
199.5,192.9,"Sinemurian",196.2
199.5,192.9,"Sinemurian",196.2
199.5,192.9,"Sinemurian",196.2
199.5,192.9,"Sinemurian",196.2
199.5,192.9,"Sinemurian",196.2
199.5,192.9,"Sinemurian",196.2
199.5,192.9,"Sinemurian",196.2
199.5,192.9,"Sinemurian",196.2
199.5,192.9,"Sinemurian",196.2
192.9,184.2,"Pliensbachian",188.55
192.9,184.2,"Pliensbachian",188.55
192.9,184.2,"Pliensbachian",188.55
192.9,184.2,"Pliensbachian",188.55
192.9,184.2,"Pliensbachian",188.55
192.9,184.2,"Pliensbachian",188.55
184.2,174.7,"Toarcian",179.45
184.2,174.7,"Toarcian",179.45
199.5,192.9,"Sinemurian",196.2
199.5,192.9,"Sinemurian",196.2
199.5,192.9,"Sinemurian",196.2
199.5,192.9,"Sinemurian",196.2
199.5,192.9,"Sinemurian",196.2
199.5,192.9,"Sinemurian",196.2
72.1,66,"Maastrichtian",69.05
83.6,72.1,"Campanian",77.85
83.6,72.1,"Campanian",77.85
83.6,72.1,"Campanian",77.85
72.1,66,"Maastrichtian",69.05
72.1,66,"Maastrichtian",69.05
83.6,72.1,"Campanian",77.85
72.1,66,"Maastrichtian",69.05
72.1,66,"Maastrichtian",69.05
72.1,66,"Maastrichtian",69.05
72.1,66,"Maastrichtian",69.05
72.1,66,"Maastrichtian",69.05
83.6,72.1,"Campanian",77.85
83.6,72.1,"Campanian",77.85
72.1,66,"Maastrichtian",69.05
83.6,72.1,"Campanian",77.85
149.2,146.3,"Tithonian",147.75
149.2,146.3,"Tithonian",147.75
149.2,146.3,"Tithonian",147.75
149.2,146.3,"Tithonian",147.75
149.2,146.3,"Tithonian",147.75
149.2,146.3,"Tithonian",147.75
149.2,146.3,"Tithonian",147.75
149.2,146.3,"Tithonian",147.75
149.2,146.3,"Tithonian",147.75
149.2,146.3,"Tithonian",147.75
149.2,146.3,"Tithonian",147.75
149.2,146.3,"Tithonian",147.75
149.2,146.3,"Tithonian",147.75
149.2,146.3,"Tithonian",147.75
149.2,146.3,"Tithonian",147.75
149.2,146.3,"Tithonian",147.75
149.2,146.3,"Tithonian",147.75
